,Hu0,a,error,skew,median,duration,r_value,p_value,swp
475,0.572,0.064,6.354476241,-0.09960079916,14.7625,6.581871345,-0.06509816976,0.1944137982,19.11260652
476,0.572,0.068,4.374713468,-0.17749896,14.775,6.621624896,-0.03470807001,0.4893604669,19.10286967
477,0.572,0.072,6.277837629,-0.1445382041,15.01666667,6.693467001,-0.06987665169,0.1635867467,19.1487218
478,0.572,0.076,9.932829899,-0.5210757198,16.4125,6.805104428,-0.2174474867,1.17E-05,19.11088972
479,0.572,0.08,3.608903554,-0.4934882605,16.1875,6.847798663,-0.09957653056,0.04684022788,19.14442356
480,0.572,0.084,8.379893077,-0.5831634135,17.575,6.9428625,-0.1485346766,0.002902000235,19.12157895
481,0.572,0.088,3.72794232,-0.7193398464,17.65,7.040488722,-0.05478311369,0.2749743826,19.11461153
482,0.572,0.092,5.355254707,-0.9720040022,18.25,7.112895833,-0.05264120339,0.293599701,19.12580201
483,0.572,0.096,9.639636799,-1.176200554,20.85,7.261800334,-0.09831355687,0.0497151238,19.12370927
484,0.572,0.1,12.1416997,-1.240925835,21,7.356119465,-0.2111185886,2.12E-05,19.1316792
485,0.572,0.104,13.01387684,-1.185527974,21.48333333,7.448684211,-0.2024777895,4.62E-05,19.10488722
486,0.572,0.108,17.12331348,-1.04302322,21.71666667,7.52880117,-0.2193337936,9.81E-06,19.11269424
487,0.572,0.112,15.33647557,-0.8397967581,21.78333333,7.594862155,-0.2747589543,2.42E-08,19.11703008
488,0.572,0.116,17.18297466,-0.5997648384,21.15,7.667481203,-0.2958476152,1.68E-09,19.11700501
489,0.572,0.12,17.56473775,-0.2791390124,15.85,7.710463659,-0.2745938552,2.47E-08,19.11423559
490,0.572,0.124,18.03229863,-0.04568730025,15.65,7.742522974,-0.3071414294,3.66E-10,19.0976817
491,0.572,0.128,17.42179955,0.4453136771,7.975,7.761125,-0.371970338,1.43E-14,19.10817043
492,0.572,0.132,17.56791417,0.7150060816,1.583333333,7.783145363,-0.3736832036,1.14E-14,19.14180451
493,0.572,0.136,17.43030366,1.059507705,1.383333333,7.807685881,-0.3932028837,3.33E-16,19.12195489
494,0.572,0.14,17.42536667,1.450759093,1.283333333,7.821804511,-0.3826853935,2.30E-15,19.10363409
495,0.572,0.144,17.4417681,1.882903989,1.183333333,7.845196324,-0.3714949891,1.67E-14,19.10467419
496,0.572,0.148,16.30309025,2.563636137,1.15,7.85572264,-0.3687568154,2.68E-14,19.14136591
497,0.572,0.152,17.44301905,2.897592375,1.15,7.876357561,-0.4567351609,5.88E-22,19.10684211
498,0.572,0.156,17.45159302,3.709430805,1.183333333,7.888805347,-0.3195050871,6.40E-11,19.11982456
499,0.572,0.16,16.7002476,4.823283616,1.15,7.910166667,-0.3050679088,4.62E-10,19.11293233
500,0.572,0.164,17.44626708,4.648760216,1.25,7.921804511,-0.2173269282,1.19E-05,19.11760652
501,0.572,0.168,16.30415637,5.330623924,1.3,7.940267335,-0.1690889755,0.0006953539905,19.09898496
502,0.572,0.172,16.65729127,7.157268575,1.333333333,7.957309942,-0.06918855786,0.1677844548,19.13651211
503,0.572,0.176,16.78579631,6.750849005,1.433333333,7.968838764,-0.0395916141,0.430304916,19.12655388
504,0.572,0.18,16.75357286,4.815429874,1.433333333,7.987969925,0.2021245118,4.77E-05,19.11478697
505,0.572,0.184,17.58776297,3.990918176,1.533333333,7.997744361,0.3328022946,8.96E-12,19.13845865
506,0.572,0.188,16.73171266,3.882013499,1.583333333,8.01144528,0.3785274435,4.85E-15,19.10134085
507,0.572,0.192,16.72273686,4.56137844,1.65,8.024561404,0.3232290003,3.72E-11,19.14315789
508,0.572,0.196,16.92438607,0.004889141978,1.7,8.046031746,0.7315544875,4.95E-68,19.12506266
509,0.572,0.2,16.67553009,3.234466066,1.766666667,8.050292398,0.5535574837,2.06E-33,19.11008772
510,0.58,0,13.43183273,-0.1787081127,12.47,6.34339599,-0.04960677306,0.3229595499,19.4743985
511,0.58,0.004,16.36553733,-0.08613383171,12.3875,6.3446533,0.003627405418,0.9424186486,19.4960401
512,0.58,0.008,13.42984468,-0.0562090515,12.5625,6.34858396,-0.08514677108,0.08940302611,19.49115288
513,0.58,0.012,11.42301807,-0.2052425566,12.6125,6.353709273,-0.06044030297,0.2283546998,19.47394737
514,0.58,0.016,11.27683156,-0.2651945568,12.9375,6.360839599,-0.09297746381,0.06353662397,19.48273183
515,0.58,0.02,12.36452694,-0.2577579759,12.9125,6.374828739,-0.09827619316,0.04980237113,19.47320802
516,0.58,0.024,13.8979089,-0.04043010897,13.12,6.388191312,-0.1458608763,0.003499640642,19.46106516
517,0.58,0.028,14.50771403,-0.145390152,12.87,6.394482038,-0.1694914043,0.0006748582593,19.47909774
518,0.58,0.032,6.643388914,-0.2100666739,13.0875,6.413796992,-0.1312113684,0.008688436637,19.47996241
519,0.58,0.036,11.21971413,-0.1240747396,13.47,6.434206349,-0.1260008912,0.01176831608,19.45364662
520,0.58,0.04,10.84078547,0.008378726803,13.8,6.470772765,-0.1327112435,0.00794640714,19.44862155
521,0.58,0.044,14.9087707,0.0821025596,13.8125,6.501954887,-0.02513651011,0.6166489799,19.46957393
522,0.58,0.048,8.980842972,-0.04074244069,13.575,6.51710944,-0.01801449965,0.719789963,19.49224311
523,0.58,0.052,8.504218165,0.04879374049,13.4875,6.569001671,-0.0335658513,0.5037747666,19.47345865
524,0.58,0.056,7.493665673,-0.1403275008,14.1125,6.586303258,-0.1179419291,0.01843675322,19.50517544
525,0.58,0.06,9.868644636,-0.1662246567,14.65,6.642021721,-0.1810344892,0.0002780949141,19.47293233
526,0.58,0.064,5.600660241,-0.2444260809,14.9,6.681457811,-0.1290690265,0.009855262514,19.49911028
527,0.58,0.068,8.182306934,-0.3059409718,15.9,6.772180451,-0.1324659297,0.008063763267,19.49572682
528,0.58,0.072,7.503008056,-0.4452609975,16.425,6.853604845,-0.1050804052,0.03588693191,19.4873183
529,0.58,0.076,5.840085656,-0.7223083173,17,6.941570593,-0.1461852537,0.003426624414,19.46086466
530,0.58,0.08,7.880572288,-0.6756217054,17.1625,6.987176274,-0.02721383505,0.5878247987,19.48107769
531,0.58,0.084,5.216989286,-0.8526257592,19.85,7.130935673,-0.01688456027,0.736693914,19.47874687
532,0.58,0.088,10.59821927,-1.282253119,20.8625,7.217460317,-0.09749120516,0.05166515989,19.46908521
533,0.58,0.092,12.83156777,-1.209833816,21.1,7.31946533,-0.1717074185,0.0005716723152,19.47984962
534,0.58,0.096,7.95903667,-1.133997456,21.21666667,7.412698413,-0.200402076,5.54E-05,19.45949875
535,0.58,0.1,13.59256661,-0.9047074851,21.21666667,7.496491228,-0.226082605,5.09E-06,19.48184211
536,0.58,0.104,14.82029296,-0.8618443035,21.58333333,7.571929825,-0.2472019572,5.73E-07,19.45714286
537,0.58,0.108,14.70471833,-0.580531742,20.5625,7.62443609,-0.2965135265,1.53E-09,19.4810401
538,0.58,0.112,17.85135495,-0.2662116243,15.81666667,7.685484545,-0.2939381241,2.15E-09,19.46566416
539,0.58,0.116,17.8584637,0.00598390976,8.5,7.714243943,-0.3218141849,4.58E-11,19.46682957
540,0.58,0.12,17.40528759,0.3089427311,8.133333333,7.7318125,-0.3028728213,6.24E-10,19.4791604
541,0.58,0.124,17.83955367,0.7165314643,1.716666667,7.754469507,-0.3377227915,4.22E-12,19.48115288
542,0.58,0.128,17.39307371,1.078579089,1.4,7.775271512,-0.302941041,6.49E-10,19.48373434
543,0.58,0.132,17.40581521,1.553811519,1.266666667,7.790309106,-0.3557133018,2.41E-13,19.47308271
544,0.58,0.136,17.42641578,2.07489019,1.166666667,7.810442774,-0.41293738,7.32E-18,19.42842105
545,0.58,0.14,17.42613477,2.647564586,1.15,7.828153718,-0.3441101102,1.56E-12,19.45362155
546,0.58,0.144,16.32827515,3.33471581,1.15,7.844026734,-0.3838684357,1.86E-15,19.45398496
547,0.58,0.148,17.57819799,3.564937703,1.241666667,7.855833333,-0.3562335426,2.06E-13,19.47503759
548,0.58,0.152,17.59017085,5.518814543,1.216666667,7.87786132,-0.2702146622,4.18E-08,19.45219298
549,0.58,0.156,16.3060456,5.212239871,1.333333333,7.888220551,-0.2508465274,3.85E-07,19.47471178
550,0.58,0.16,16.73971646,6.842776238,1.4,7.90267335,-0.1541355077,0.002017347346,19.47406015
551,0.58,0.164,16.73204702,4.34852942,1.416666667,7.924979114,-0.001865564178,0.9703672111,19.47837093
552,0.58,0.168,17.91891918,7.843683,1.45,7.93893066,0.07663113491,0.1264750198,19.494599
553,0.58,0.172,16.57472444,6.158050332,1.516666667,7.954887218,0.02709383406,0.5894728854,19.47310777
554,0.58,0.176,16.72648166,4.611572644,1.583333333,7.964912281,0.2350336991,2.07E-06,19.46357143
555,0.58,0.18,16.53834226,4.788798298,1.65,7.980868839,0.1257510464,0.01193767088,19.45892231
556,0.58,0.184,16.91668009,0.04157480676,1.666666667,7.997911445,0.7208657348,3.41E-65,19.48645363
557,0.58,0.188,14.81086949,4.188306123,1.775,8.002166667,0.3577451206,1.61E-13,19.45404762
558,0.58,0.192,14.70882033,2.796345883,1.816666667,8.018379282,0.5131722709,3.47E-28,19.46899749
559,0.58,0.196,16.86657118,-0.04452283137,1.816666667,8.044360902,0.7443845102,1.26E-71,19.48241855
560,0.58,0.2,16.60965714,2.818702071,1.9,8.046867168,0.5389543782,1.93E-31,19.47097744
561,0.588,0,12.93025502,-0.1515286854,12.32,6.423032581,0.02808014983,0.5759903647,19.82785714
562,0.588,0.004,8.79215073,-0.09524530152,12.475,6.424912281,-0.01469208026,0.7698515104,19.82715539
563,0.588,0.008,13.23788657,-0.1450404013,12.7125,6.428496241,-0.03217827112,0.5215812342,19.84593985
564,0.588,0.012,8.650288994,-0.3102741191,12.44,6.433370927,-0.01511851525,0.7633673266,19.8633584
565,0.588,0.016,10.67603094,-0.1557567439,12.75,6.442765246,-0.03470789265,0.4893626879,19.82956976
566,0.588,0.02,10.672119,-0.1220212297,12.925,6.452071846,0.0169259869,0.7360718644,19.82309524
567,0.588,0.024,14.88106215,-0.08264417238,13.45,6.465079365,-0.03353061858,0.5042229103,19.84657477
568,0.588,0.028,8.509795101,-0.08887837511,12.8,6.481261487,-0.03809436424,0.4479587577,19.82857143
569,0.588,0.032,11.21919928,0.05947235483,13,6.489068505,-0.03319339319,0.5085228357,19.82823308
570,0.588,0.036,8.118232936,0.0829177788,13,6.520108605,0.08398777566,0.09386513234,19.83359649
571,0.588,0.04,6.002406703,0.1080980385,13.2375,6.535814536,0.05090339846,0.3104576549,19.8202005
572,0.588,0.044,5.98249015,0.05922145027,13.39,6.570710109,-0.01811123969,0.7183489148,19.8235589
573,0.588,0.048,8.282935004,-0.07367652621,14.2,6.61390142,-0.03431327485,0.4943174507,19.83269424
574,0.588,0.052,3.579345536,-0.2682381344,15.125,6.665162907,-0.06423255252,0.2004251121,19.83167502
575,0.588,0.056,7.14169607,-0.325550132,15.56666667,6.730735171,-0.1774945151,0.0003671233305,19.81087302
576,0.588,0.06,5.308885821,-0.4887128983,15.7375,6.788216374,-0.1481964947,0.003003917597,19.81972431
577,0.588,0.064,8.195846473,-0.552911868,16.39375,6.851691667,-0.1079348928,0.03090833057,19.82206767
578,0.588,0.068,3.154610042,-0.5590197913,16.40625,6.932779167,-0.1062703392,0.0336053556,19.82345865
579,0.588,0.072,3.297428973,-0.6516114509,17.1375,6.993212197,0.01334813639,0.7903900482,19.82863409
580,0.588,0.076,6.026077126,-0.9601716814,19.275,7.087322473,-0.07124470585,0.1554759547,19.7997995
581,0.588,0.08,3.374911777,-1.115762394,20.3875,7.208855472,-0.0955297834,0.0565747908,19.81903509
582,0.588,0.084,3.476212668,-1.125698387,20.9625,7.293483709,-0.1830423616,0.0002370123392,19.82989975
583,0.588,0.088,11.84489863,-1.139750571,21.36666667,7.381683375,-0.1570907367,0.001646140601,19.82225146
584,0.588,0.092,11.51673607,-0.9395659491,21.2,7.445154553,-0.1974373053,7.17E-05,19.85472431
585,0.588,0.096,16.70751222,-0.7643447755,21.2,7.528487886,-0.2570422449,1.93E-07,19.81942774
586,0.588,0.1,13.78677046,-0.5151695386,20.275,7.588471178,-0.2670912586,6.06E-08,19.81868421
587,0.588,0.104,16.94653253,-0.1906119458,15.78333333,7.628968254,-0.2677101251,5.63E-08,19.80749373
588,0.588,0.108,15.24649267,0.01818364202,9.725,7.670927318,-0.2960954538,1.62E-09,19.83253133
589,0.588,0.112,17.30903439,0.4603806581,7.916666667,7.695071011,-0.2821207256,9.78E-09,19.84269424
590,0.588,0.116,17.28723966,0.6761696055,1.683333333,7.725146199,-0.330078697,1.35E-11,19.82583542
591,0.588,0.12,17.38991775,1.228837429,1.433333333,7.74160401,-0.35321543,3.62E-13,19.8058396
592,0.588,0.124,17.57666793,1.639985903,1.25,7.758563074,-0.3252271613,2.78E-11,19.83266917
593,0.588,0.128,17.40066029,2.118908006,1.25,7.779197995,-0.3393325,3.29E-12,19.82142857
594,0.588,0.132,17.42358674,2.792904792,1.183333333,7.791812865,-0.2706444697,3.97E-08,19.85705514
595,0.588,0.136,17.40038413,3.442296078,1.2,7.812865497,-0.3114132171,2.02E-10,19.83018797
596,0.588,0.14,16.30298297,4.800414954,1.25,7.823558897,-0.2101984085,2.31E-05,19.8435213
597,0.588,0.144,16.45949265,4.81953925,1.3,7.840768588,-0.2944791622,2.01E-09,19.83972431
598,0.588,0.148,16.29409381,4.386325797,1.383333333,7.862573099,-0.3079053571,3.29E-10,19.81261905
599,0.588,0.152,16.78355758,5.79220172,1.4,7.878028404,-0.1249823355,0.01247231058,19.80077694
600,0.588,0.156,16.55213603,5.979137829,1.483333333,7.891812865,-0.1289981347,0.009896145361,19.85261905
601,0.588,0.16,16.779121,4.418269908,1.5,7.912280702,0.2233276847,6.67E-06,19.84333333
602,0.588,0.164,16.72646039,4.732471459,1.533333333,7.920467836,0.1696647542,0.0006662031442,19.84428571
603,0.588,0.168,16.71240934,4.240282904,1.616666667,7.932999165,0.2483938284,5.03E-07,19.81590226
604,0.588,0.172,16.72737852,2.83361783,1.683333333,7.945446951,0.4868633559,3.88E-25,19.82051378
605,0.588,0.176,14.76893146,2.685517486,1.75,7.957727652,0.4961212383,3.52E-26,19.82559315
606,0.588,0.18,16.64212112,2.673702196,1.816666667,7.975772765,0.5038662517,4.46E-27,19.82666667
607,0.588,0.184,16.85031734,0.05083643357,1.866666667,7.982205514,0.7182635475,1.60E-64,19.82419799
608,0.588,0.188,16.83412248,-0.03461364984,1.9,8.005012531,0.7347889666,6.44E-69,19.8254929
609,0.588,0.192,14.86748274,-0.01548527155,1.95,8.01754386,0.7292778282,2.04E-67,19.79146617
610,0.588,0.196,14.78352027,0.06651988121,1.983333333,8.028905597,0.7319309127,3.91E-68,19.81815789
611,0.588,0.2,14.83602829,-0.01324029951,2,8.040685046,0.754637355,1.18E-74,19.83100251
612,0.596,0,5.859714036,0.02003605948,11.96,6.506825397,0.03431718478,0.4942682275,20.18659566
613,0.596,0.004,8.635120013,-0.05697455983,12.175,6.50195071,0.1441883725,0.003898984015,20.163467
614,0.596,0.008,10.87243495,-0.1342598182,12.3625,6.507852966,0.05016457283,0.3175417785,20.15833333
615,0.596,0.012,10.78209161,-0.01449635472,12.2375,6.510513784,0.05154537898,0.3043871539,20.18801587
616,0.596,0.016,5.997658048,-0.1071019587,12.5625,6.520204678,0.06129043912,0.2218652483,20.19231412
617,0.596,0.02,8.07990433,-0.1396240854,12.175,6.527397661,0.04358853447,0.3851964991,20.16200501
618,0.596,0.024,9.289355094,-0.03893248708,12.69,6.542694236,0.01800637288,0.7199110653,20.16928989
619,0.596,0.028,8.121542522,-0.08292323346,12.5375,6.57147452,-0.04349563847,0.3862110783,20.17855472
620,0.596,0.032,8.219462108,-0.1056898577,13.2625,6.584724311,-0.03014459583,0.5482495724,20.1666249
621,0.596,0.036,5.594911908,-0.2028162189,13.5,6.613604845,-0.007007415755,0.889026936,20.18565998
622,0.596,0.04,8.104769846,-0.2529344064,14.39,6.643166249,-0.0719727247,0.151285622,20.20656642
623,0.596,0.044,5.476478227,-0.2817040111,14.58333333,6.681992481,-0.1960640913,8.07E-05,20.17986216
624,0.596,0.048,4.048781718,-0.4447609574,15.7125,6.753383459,-0.176989473,0.0003818003993,20.14226399
625,0.596,0.052,5.128663217,-0.3989457318,15.53333333,6.809369256,-0.1291719066,0.009796198865,20.19022974
626,0.596,0.056,9.465085033,-0.4711397414,16.08333333,6.858040936,-0.09306947714,0.06327392636,20.21203843
627,0.596,0.06,5.557942262,-0.4588549742,16,6.911746032,-0.02171289794,0.6654470411,20.17238095
628,0.596,0.064,3.411304558,-0.5343747103,16.36666667,6.975229741,0.02222224636,0.6580905049,20.18948204
629,0.596,0.068,3.385809114,-0.7821930439,18.025,7.068274854,0.01998445043,0.6906475569,20.15715539
630,0.596,0.072,5.509076892,-0.9088569927,19.7625,7.159291667,-0.1161627434,0.02013319361,20.17962824
631,0.596,0.076,6.61729526,-1.073500259,19.6625,7.242042607,-0.1451497994,0.003664659744,20.1793985
632,0.596,0.08,12.36523731,-1.015187841,20.83333333,7.343045113,-0.2239412503,6.28E-06,20.1891061
633,0.596,0.084,11.43915934,-0.9308612609,20.71666667,7.42823726,-0.1902558911,0.0001316162099,20.16897243
634,0.596,0.088,15.52690641,-0.7718666243,21.1875,7.509607352,-0.2338728639,2.33E-06,20.19628237
635,0.596,0.092,13.55234086,-0.5494573015,18.7375,7.559857978,-0.2554849189,2.30E-07,20.15811195
636,0.596,0.096,12.0111194,-0.2617239438,15.83333333,7.608458647,-0.3002319484,9.35E-10,20.19137845
637,0.596,0.1,16.68147161,0.09436174328,8.35,7.649874687,-0.2905509789,3.35E-09,20.18539683
638,0.596,0.104,17.38912707,0.4366940768,8.016666667,7.67101086,-0.2760274826,2.08E-08,20.16933166
639,0.596,0.108,16.24665337,0.809318485,1.716666667,7.691478697,-0.3155241022,1.13E-10,20.18170008
640,0.596,0.112,17.54895541,1.08695354,1.483333333,7.717209691,-0.360605893,1.07E-13,20.16076441
641,0.596,0.116,17.39383465,1.588468375,1.4,7.730242272,-0.3368264637,4.85E-12,20.1982122
642,0.596,0.12,17.41465061,2.084028896,1.266666667,7.756641604,-0.3222299847,4.31E-11,20.18670844
643,0.596,0.124,16.585898,2.815630229,1.266666667,7.759816207,-0.3544687482,2.95E-13,20.18010443
644,0.596,0.128,16.27724106,3.452161786,1.233333333,7.784962406,-0.2607003698,1.27E-07,20.18651211
645,0.596,0.132,16.27496596,4.482083135,1.266666667,7.80192147,-0.2646642027,8.05E-08,20.17408939
646,0.596,0.136,16.44115888,4.739900941,1.333333333,7.810025063,-0.2613424344,1.18E-07,20.18300334
647,0.596,0.14,16.41327146,5.033593985,1.4,7.828320802,-0.2030950886,4.37E-05,20.20577277
648,0.596,0.144,14.64052815,5.88483215,1.466666667,7.843107769,-0.05105463228,0.3090204848,20.17092732
649,0.596,0.148,16.23303014,4.201812127,1.516666667,7.863575606,0.03567857896,0.4772891124,20.18307018
650,0.596,0.152,16.68493445,4.450972317,1.616666667,7.868504595,0.1341999635,0.007266340073,20.2118254
651,0.596,0.156,16.49573909,4.494221918,1.666666667,7.880785297,0.1173980887,0.01898706545,20.18823726
652,0.596,0.16,16.69606463,2.711137905,1.683333333,7.898245614,0.4548305454,9.12E-22,20.17721805
653,0.596,0.164,14.76576287,2.486027574,1.733333333,7.912531328,0.4715265208,1.77E-23,20.20130744
654,0.596,0.168,16.63491484,2.535832809,1.783333333,7.926315789,0.4913390232,1.23E-25,20.18894319
655,0.596,0.172,16.60188043,2.619380452,1.883333333,7.939348371,0.5070110102,1.90E-27,20.18896825
656,0.596,0.176,16.84960392,-0.06672123905,1.9,7.950543024,0.7384729915,6.07E-70,20.19499165
657,0.596,0.18,14.86584815,-0.01242596817,1.95,7.966332498,0.7297017157,1.57E-67,20.18991228
658,0.596,0.184,14.85203482,0.06507287562,2,7.976775272,0.7169499717,3.47E-64,20.1798538
659,0.596,0.188,14.64438054,3.04759894,2.083333333,7.98780284,0.5139026473,2.83E-28,20.17365079
660,0.596,0.192,16.7604293,-0.09636548921,2.116666667,8.004678363,0.7641437171,1.34E-77,20.16585213
661,0.596,0.196,14.82192764,-0.09669403117,2.133333333,8.020300752,0.7584742221,7.93E-76,20.17896408
662,0.596,0.2,14.70342705,-0.0144507732,2.183333333,8.035087719,0.7528366007,4.12E-74,20.17413116
663,0.604,0,5.413272879,-0.1448893461,12.425,6.584152047,0.05026828721,0.3165410084,20.53048872
664,0.604,0.004,7.854569842,-0.04344409246,12.29,6.582564745,0.01514486729,0.7629671659,20.52174603
665,0.604,0.008,2.073896962,-0.2476318481,12.83,6.58735589,0.05757049714,0.2512519997,20.55966165
666,0.604,0.012,3.786992482,-0.1742566449,12.7875,6.596303258,0.0035537788,0.9435854336,20.53620301
667,0.604,0.016,4.00908383,-0.2409321807,12.9,6.599390142,-0.05684716682,0.2572667343,20.51992063
668,0.604,0.02,5.046134246,-0.1872782327,13.0875,6.609774436,-0.04022216074,0.4229923429,20.52212615
669,0.604,0.024,5.79068491,-0.346922746,14.2125,6.635760234,-0.05575007917,0.2665780818,20.527665
670,0.604,0.028,3.673536761,-0.3047481716,13.75,6.652063492,-0.0868829738,0.08303877631,20.53033417
671,0.604,0.032,5.364562386,-0.3588240348,14.4875,6.693354219,-0.1000280813,0.04584677838,20.51703843
672,0.604,0.036,2.667320033,-0.388735603,15.1875,6.731407686,-0.05149004244,0.304907297,20.5316792
673,0.604,0.04,4.392758127,-0.3905009527,15.55,6.766578947,-0.1081466415,0.030789075,20.54239348
674,0.604,0.044,5.816027963,-0.5387470279,15.8625,6.827510443,-0.04817463552,0.3371428276,20.53164996
675,0.604,0.048,3.282920858,-0.5817718183,15.9875,6.876349206,-0.05289663038,0.2918680518,20.54619048
676,0.604,0.052,5.241206786,-0.5496650308,16.275,6.9108125,0.002940573889,0.9532487637,20.55068087
677,0.604,0.056,3.643836213,-0.5183364974,16.14166667,6.9969375,-0.07955949348,0.1121214825,20.52523392
678,0.604,0.06,2.566328505,-0.5711442031,16.3375,7.026984127,-0.05208619414,0.2993346015,20.54540936
679,0.604,0.064,6.75249502,-0.789497369,18.0875,7.134252297,-0.08974867176,0.07333837788,20.52932331
680,0.604,0.068,5.224752802,-1.086327867,20.48333333,7.249916458,-0.1267497757,0.01127334215,20.55466583
681,0.604,0.072,7.550596041,-1.043737544,20.1625,7.306349206,-0.1625694049,0.001118695141,20.55395155
682,0.604,0.076,13.00044454,-0.790937577,20.9,7.410776942,-0.164959946,0.0009415936216,20.51912281
683,0.604,0.08,16.04532945,-0.8562431253,21.01666667,7.485776942,-0.1839499542,0.0002203692318,20.54032917
684,0.604,0.084,17.83652378,-0.4908658725,19.5125,7.530451128,-0.2536994174,2.81E-07,20.53144528
685,0.604,0.088,17.38484437,-0.1799435343,15.68333333,7.580659983,-0.2345321243,2.18E-06,20.53740417
686,0.604,0.092,15.36931127,0.1999052917,8.216666667,7.611528822,-0.2467425796,6.02E-07,20.51281537
687,0.604,0.096,17.38995941,0.449088527,7.883333333,7.642147034,-0.2777077191,1.69E-08,20.55186667
688,0.604,0.1,17.38546108,0.7343799729,1.825,7.6664375,-0.2708375964,3.73E-08,20.56413952
689,0.604,0.104,17.40511047,1.230769011,1.516666667,7.683792815,-0.3330803835,8.59E-12,20.53155388
690,0.604,0.108,16.23270553,1.691910013,1.45,7.7053467,-0.3257211892,2.58E-11,20.54241437
691,0.604,0.112,16.2497139,2.283351763,1.35,7.717794486,-0.2660691755,6.83E-08,20.55115288
692,0.604,0.116,16.26527083,3.15821792,1.266666667,7.729833333,-0.2667395147,6.08E-08,20.52522556
693,0.604,0.12,16.20854474,4.146219106,1.283333333,7.745530493,-0.2921509882,2.72E-09,20.54246032
694,0.604,0.124,16.21164639,4.437642108,1.35,7.765079365,-0.3048073678,5.04E-10,20.53425647
695,0.604,0.128,16.55871086,5.046284216,1.4,7.782372598,-0.2021070099,4.77E-05,20.5400919
696,0.604,0.132,15.9514768,6.141978372,1.5,7.79390142,-0.08891187184,0.07607042234,20.55362991
697,0.604,0.136,16.65609553,4.834670814,1.55,7.807435255,-0.0906693641,0.07042537429,20.56112782
698,0.604,0.14,16.65316452,4.149931424,1.616666667,7.820050125,0.06820790886,0.1739054387,20.53682957
699,0.604,0.144,16.50002903,4.407099686,1.65,7.839097744,0.1794086454,0.0003161344865,20.5269883
700,0.604,0.148,16.65851569,3.48111003,1.716666667,7.847535505,0.4352547058,7.11E-20,20.50088972
701,0.604,0.152,14.70435975,2.549560078,1.783333333,7.864243943,0.4633800816,1.24E-22,20.58705931
702,0.604,0.156,16.85296814,0.01231070231,1.816666667,7.867418546,0.6802270308,1.64E-55,20.49791145
703,0.604,0.16,16.60052929,2.545860198,1.85,7.898329156,0.4745789614,8.39E-24,20.53758563
704,0.604,0.164,16.81617959,0.02977925396,1.95,7.909607352,0.7118783938,6.59E-63,20.53030075
705,0.604,0.168,16.80544141,-0.01182652165,1.983333333,7.915288221,0.7083791822,4.85E-62,20.52912281
706,0.604,0.172,14.74053753,0.09976606611,2,7.937092732,0.6894775373,1.42E-57,20.52050543
707,0.604,0.176,14.72927545,0.02477522009,2.066666667,7.945112782,0.7404732809,1.66E-70,20.5344528
708,0.604,0.18,14.79096942,0.007874483188,2.083333333,7.954469507,0.7295797049,1.70E-67,20.51053885
709,0.604,0.184,14.66276142,-0.005425419118,2.166666667,7.963826232,0.7443723178,1.27E-71,20.49518797
710,0.604,0.188,16.72055948,-0.0655889846,2.183333333,7.984294069,0.7561017339,4.24E-75,20.53415205
711,0.604,0.192,14.77032635,-0.144036582,2.233333333,7.993233083,0.7775654565,5.26E-82,20.56630326
712,0.604,0.196,14.60106452,-0.05916907754,2.291666667,8.005166667,0.7577291943,8.77E-76,20.52409774
713,0.604,0.2,14.57588291,-0.141711933,2.3,8.01871345,0.7755025729,2.62E-81,20.55326232
714,0.612,0,4.369103831,-0.4371470659,12.975,6.658888889,-0.009994186552,0.8422530697,20.8647076
715,0.612,0.004,1.398118571,-0.4704371861,13.125,6.662815372,-0.1148194523,0.02179552506,20.87192565
716,0.612,0.008,4.755819461,-0.4048453862,13.8,6.66908939,-0.1291835327,0.009789544066,20.89750627
717,0.612,0.012,3.571292931,-0.5050843215,13.7625,6.678592314,-0.06379563485,0.2035101361,20.88619883
718,0.612,0.016,3.600280068,-0.3793572233,13.9,6.696553885,-0.1246312311,0.01272345409,20.88528404
719,0.612,0.02,1.682492136,-0.3900491875,13.9875,6.706549708,-0.1375694071,0.005915597107,20.87649541
720,0.612,0.024,6.292418705,-0.3718278653,14.3375,6.731466165,-0.1355452946,0.006697040724,20.89823308
721,0.612,0.028,2.577738282,-0.396829234,15.2875,6.765455305,-0.1106428927,0.02710895216,20.90807853
722,0.612,0.032,2.557388574,-0.4882111905,15.6875,6.80767335,-0.07484570947,0.135582425,20.89154135
723,0.612,0.036,1.209295665,-0.4334570601,15.6375,6.826691729,-0.01991287537,0.691698752,20.87276942
724,0.612,0.04,2.400222943,-0.2762454562,15.4625,6.848642439,0.05288762866,0.2919502938,20.90409774
725,0.612,0.044,4.712573572,-0.4544278234,15.78333333,6.91487051,0.01820778254,0.7169117982,20.90105681
726,0.612,0.048,2.361591164,-0.4104407025,15.85,6.959916667,0.02430220675,0.6279639198,20.86286967
727,0.612,0.052,5.251726329,-0.6859055591,16.375,7.033521303,0.00262717478,0.9582791167,20.89001253
728,0.612,0.056,2.705140843,-0.7833589042,18.0625,7.109377611,-0.01175298347,0.8149560984,20.87017126
729,0.612,0.06,5.075020511,-0.8634742721,19.05,7.203111947,-0.0989693416,0.04820448479,20.89585213
